transaction_date,post_date,description,category,type,amount,transaction_class,source_file,account_type,institution,month
2026-02-03,2026-02-04,MCDONALD'S F10086,Food & Drink,Sale,-14.2,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-02
2026-02-03,2026-02-04,PANERA BREAD #204488 O,Food & Drink,Sale,-14.77,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-02
2026-02-02,2026-02-04,WHOLEFDS SCA #10633,Groceries,Sale,-19.99,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-02
2026-02-01,2026-02-03,STARBUCKS STORE 06696,Food & Drink,Sale,-2.45,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-02
2026-02-01,2026-02-03,THE HOME DEPOT #1009,Home,Sale,-5.5,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-02
2026-02-01,2026-02-03,SAFEWAY #0997,Groceries,Sale,-7.99,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-02
2026-02-02,2026-02-03,GROCERY OUTLET SOUT,Groceries,Sale,-21.59,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-02
2026-02-01,2026-02-02,CVS/PHARMACY #09921,Health & Wellness,Sale,-2.8,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-02
2026-02-01,2026-02-02,IN *SILICON VALLEY FENCIN,Personal,Sale,-590.0,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-02
2026-02-01,2026-02-02,Amazon.com*AF3XU4BD3,Shopping,Sale,-43.82,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-02
2026-02-01,2026-02-02,CVS/PHARMACY #09921,Health & Wellness,Sale,-0.48,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-02
2026-01-31,2026-02-02,UEP*PING'S BISTRO CUPERTI,Food & Drink,Sale,-32.73,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-02-01,2026-02-02,DOLLAR TREE,Shopping,Sale,-14.0,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-02
2026-02-01,2026-02-02,PY *HomeShield Bay Area,Home,Sale,-52.0,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-02
2026-01-30,2026-02-01,LUCKY #774 SANTA CL,Groceries,Sale,-5.77,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-02-01,2026-02-01,Amazon.com*TR6KB7SO3,Shopping,Sale,-13.1,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-02
2026-01-31,2026-02-01,AMAZON MKTPL*UM02H4N73,Shopping,Sale,-38.83,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-30,2026-02-01,7-ELEVEN 17674,Gas,Sale,-7.34,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-29,2026-02-01,APPLIEDMATERIALB52CAFE,Food & Drink,Sale,-7.22,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-31,2026-02-01,NIJIYA MARKET #61,Groceries,Sale,-26.56,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-31,2026-02-01,GROCERY OUTLET SOUT,Groceries,Sale,-57.54,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-28,2026-01-29,GROCERY OUTLET SOUT,Groceries,Sale,-15.18,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-27,2026-01-28,GROCERY OUTLET SOUT,Groceries,Sale,-67.54,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-25,2026-01-27,UEP*PING'S BISTRO CUPERTI,Food & Drink,Sale,-71.99,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-27,2026-01-27,GOOGLE *YouTubePremium,Bills & Utilities,Sale,-7.99,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-26,2026-01-27,PANDA EXPRESS #1478,Food & Drink,Sale,-31.06,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-26,2026-01-27,AMAZON MKTPL*538UQ3CA3,Shopping,Sale,-43.74,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-27,2026-01-27,AMAZON MKTPL*4A78O6KO3,Shopping,Sale,-36.08,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-26,2026-01-27,AMAZON MKTPL*MX4FM16W3,Shopping,Sale,-103.85,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-25,2026-01-26,TARGET        00003244,Shopping,Sale,-32.51,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-25,2026-01-26,GROCERY OUTLET SOUT,Groceries,Sale,-50.05,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-25,2026-01-26,AMAZON MKTPL*D37DZ23D3,Shopping,Sale,-14.75,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-24,2026-01-25,AMAZON MKTPL*MQ6J27Q53,Shopping,Sale,-31.16,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-23,2026-01-25,TARGET        00003244,Shopping,Sale,-34.42,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-24,2026-01-25,CVS/PHARMACY #09921,Health & Wellness,Sale,-19.23,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-23,2026-01-25,GROCERY OUTLET SOUT,Groceries,Sale,-29.44,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-24,2026-01-25,AMAZON MKTPL*6X6PN3DH3,Shopping,Sale,-32.8,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-24,2026-01-25,CVS/PHARMACY #09896,Health & Wellness,Sale,-30.61,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-24,2026-01-25,GROCERY OUTLET SOUT,Groceries,Sale,-28.34,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-23,2026-01-23,AUTOMATIC PAYMENT - THANK,,Payment,15224.73,transfer,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-21,2026-01-22,SMART AND FINAL 530,Groceries,Sale,-10.88,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-22,2026-01-22,AMAZON MKTPL*FJ7LI9723,Shopping,Sale,-10.93,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-19,2026-01-21,TRADER JOE S #073,Groceries,Sale,-92.46,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-19,2026-01-21,UEP*PING'S BISTRO CUPERTI,Food & Drink,Sale,-39.26,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-20,2026-01-21,GROCERY OUTLET SOUT,Groceries,Sale,-7.65,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-19,2026-01-20,DOLLAR TREE,Shopping,Sale,-10.0,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-19,2026-01-20,SMART AND FINAL 530,Groceries,Sale,-22.96,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-19,2026-01-20,AMAZON MKTPL*RK6AH9XK3,Shopping,Sale,-6.32,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-18,2026-01-19,GROCERY OUTLET SOUT,Groceries,Sale,-4.99,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-18,2026-01-19,AMAZON MKTPL*FY2X654F3,Shopping,Sale,-18.58,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-19,2026-01-19,Amazon.com*SQ2D857W3,Shopping,Sale,-35.81,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-18,2026-01-19,AMAZON MKTPL*AG1765RM3,Shopping,Sale,-37.08,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-17,2026-01-18,GROCERY OUTLET SOUT,Groceries,Sale,-9.26,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-17,2026-01-18,7-ELEVEN 14259,Gas,Sale,-3.93,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-16,2026-01-18,GROCERY OUTLET SOUT,Groceries,Sale,-15.59,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-16,2026-01-18,MCDONALD'S F5461,Food & Drink,Sale,-6.53,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-15,2026-01-16,NIJIYA MARKET #61,Groceries,Sale,-14.47,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-14,2026-01-16,STAR ONE CREDIT UNION,Professional Services,Sale,-218.0,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-15,2026-01-16,NIJIYA MARKET #61,Groceries,Sale,-4.41,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-15,2026-01-16,NIJIYA MARKET #61,Groceries,Sale,-14.19,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-14,2026-01-16,UEP*PING'S BISTRO CUPERTI,Food & Drink,Sale,-71.99,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-15,2026-01-15,Amazon.com*JM7DZ9643,Shopping,Sale,-23.13,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-14,2026-01-15,GEICO  *AUTO,Bills & Utilities,Sale,-132.58,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-14,2026-01-15,Amazon.com*5N6RE97Q3,Shopping,Sale,-25.16,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-13,2026-01-14,AMAZON MKTPL*EC3KD3P33,Shopping,Sale,-15.58,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-13,2026-01-14,SMART AND FINAL 530,Groceries,Sale,-17.97,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-14,2026-01-14,Amazon.com*WW3ZS25P3,Shopping,Sale,-48.47,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-13,2026-01-14,7-ELEVEN 17674,Gas,Sale,-11.76,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-12,2026-01-14,APPLIEDMATERIALB52CAFE,Food & Drink,Sale,-8.37,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-12,2026-01-13,GROCERY OUTLET SOUT,Groceries,Sale,-21.6,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-11,2026-01-12,AMAZON MKTPL*Z38B90283,Shopping,Sale,-49.41,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-11,2026-01-12,AMAZON MKTPL*R627G13D3,Shopping,Sale,-25.69,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-12,2026-01-12,AMAZON MKTPL*BO8WR1IJ2,Shopping,Sale,-8.3,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-11,2026-01-12,AMAZON MKTPL*K16FX26B3,Shopping,Sale,-22.96,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-11,2026-01-12,Amazon.com*GM4IX14A3,Shopping,Sale,-45.88,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-11,2026-01-12,Amazon.com*7P05A2GT3,Shopping,Sale,-6.78,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-11,2026-01-12,MITSUWA MRKTPLACE SJ,Groceries,Sale,-63.82,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-11,2026-01-12,SCC PARKS AND REC,Bills & Utilities,Sale,-6.0,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-10,2026-01-12,UEP*PING'S BISTRO CUPERTI,Food & Drink,Sale,-74.18,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-09,2026-01-11,EVA AIR     6958990209606,Travel,Sale,-969.67,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-10,2026-01-11,GROCERY OUTLET SOUT,Groceries,Sale,-17.76,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-09,2026-01-11,EVA AIR     6958990209605,Travel,Sale,-809.77,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-08,2026-01-11,7-ELEVEN 17674,Gas,Sale,-2.0,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-11,2026-01-11,AMAZON MKTPL*9K0ID3WH3,Shopping,Sale,-56.4,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-08,2026-01-11,APPLIEDMATERIALB52CAFE,Food & Drink,Sale,-9.37,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-10,2026-01-11,TJ MAXX #834,Shopping,Sale,-16.4,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-10,2026-01-11,Amazon.com*L46JG1AV3,Shopping,Sale,-38.28,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-09,2026-01-11,EVA AIR     6958990209908,Travel,Sale,-969.67,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-10,2026-01-11,Amazon.com*NK96F2HJ3,Shopping,Sale,-199.99,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-09,2026-01-11,SMART AND FINAL 432,Groceries,Sale,-36.71,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-08,2026-01-11,SAFEWAY #0997,Groceries,Sale,-69.54,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-09,2026-01-11,AMAZON MKTPL*W15R85SU3,Shopping,Sale,-9.83,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-07,2026-01-09,APPLIEDMATERIALB52CAFE,Food & Drink,Sale,-9.22,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-07,2026-01-08,AMAZON PRIME*236Y60M63,Shopping,Sale,-10.99,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-07,2026-01-08,GROCERY OUTLET SOUT,Groceries,Sale,-19.85,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-06,2026-01-08,APPLIEDMATERIALB52CAFE,Food & Drink,Sale,-11.07,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-07,2026-01-08,PANDA EXPRESS #1478,Food & Drink,Sale,-42.11,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-06,2026-01-08,7-ELEVEN 17674,Gas,Sale,-1.79,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-06,2026-01-08,7-ELEVEN 17674,Gas,Sale,-3.38,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-06,2026-01-07,Amazon.com*3B19R35W3,Shopping,Sale,-22.9,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-06,2026-01-07,7-ELEVEN 17674,Gas,Sale,-3.38,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-05,2026-01-06,AMAZON MKTPL*S384H5YJ3,Shopping,Sale,-360.93,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-04,2026-01-05,AMAZON MKTPL*6Q0FD8O83,Shopping,Sale,-20.46,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-04,2026-01-05,IN *SILICON VALLEY FENCIN,Personal,Sale,-590.0,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-04,2026-01-05,ISLAND COVE MARKET,Groceries,Sale,-17.99,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-04,2026-01-05,AMAZON MKTPL*9R5UN5DX3,Shopping,Sale,-28.86,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-04,2026-01-05,GROCERY OUTLET SOUT,Groceries,Sale,-44.27,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-03,2026-01-04,AMAZON MKTPL*QH4HA8C93,Shopping,Sale,-41.54,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-03,2026-01-04,AMAZON MKTPL*0W2DY7Q73,Shopping,Sale,-41.52,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-03,2026-01-04,DISH N DASH 1ST,Food & Drink,Sale,-51.92,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-03,2026-01-04,Amazon.com*ZG5DI92C3,Shopping,Sale,-43.75,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-01,2026-01-04,TST*WOOLYS THE OYSTER L,Food & Drink,Sale,-72.08,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-02,2026-01-04,STARBUCKS STORE 20234,Food & Drink,Sale,-2.85,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-03,2026-01-04,DOLLAR TREE,Shopping,Sale,-13.21,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-03,2026-01-04,AMAZON MKTPL*GW1PP4853,Shopping,Sale,-14.2,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-02,2026-01-04,TARGET        00019273,Shopping,Sale,-21.86,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-03,2026-01-04,Amazon.com*RF72E1FW3,Shopping,Sale,-7.11,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-02,2026-01-04,GROCERY OUTLET SOUT,Groceries,Sale,-71.04,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-03,2026-01-04,DISH N DASH 1ST,Food & Drink,Sale,-21.49,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-01,2026-01-02,Amazon.com*JZ5MX1LQ3,Shopping,Sale,-10.49,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-01,2026-01-02,PY *HomeShield Bay Area,Home,Sale,-52.0,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-01,2026-01-02,BURGER KING #5375,Food & Drink,Sale,-2.16,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-01,2026-01-02,PISMO BEACH BIKE RENTALS,Shopping,Sale,-45.63,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2026-01-01,2026-01-02,MCDONALD'S F26252,Food & Drink,Sale,-16.63,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2026-01
2025-12-30,2026-01-01,SAFEWAY #1196,Groceries,Sale,-40.72,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2025-12
2025-12-31,2026-01-01,CTLP*CROSSROADS CAFE,Food & Drink,Sale,-1.85,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2025-12
2025-12-31,2026-01-01,CTLP*CROSSROADS CAFE,Food & Drink,Sale,-3.1,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2025-12
2025-12-31,2026-01-01,CALIFORNIA FRESH MARKET,Groceries,Sale,-37.62,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2025-12
2025-12-31,2026-01-01,MCDONALD'S F26252,Food & Drink,Sale,-7.56,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2025-12
2025-12-31,2026-01-01,Amazon.com*VZ0XS0CE3,Shopping,Sale,-24.93,expense,Chase credit 8943_Activity20260101_20260617_20260617.CSV,credit_card,Chase,2025-12
2026-02-07,2026-02-08,CHOICELUNCH,Bills & Utilities,Sale,-38.0,expense,Chase credit 0933_Activity20260109_20260208_20260618.CSV,credit_card,Chase,2026-02
2026-02-06,2026-02-08,NIJIYA MARKET #61,Groceries,Sale,-11.46,expense,Chase credit 0933_Activity20260109_20260208_20260618.CSV,credit_card,Chase,2026-02
2026-02-06,2026-02-08,NIJIYA MARKET #61,Groceries,Sale,-59.11,expense,Chase credit 0933_Activity20260109_20260208_20260618.CSV,credit_card,Chase,2026-02
2026-02-07,2026-02-08,Sky Zone San Jose,Entertainment,Sale,-36.09,expense,Chase credit 0933_Activity20260109_20260208_20260618.CSV,credit_card,Chase,2026-02
2026-02-06,2026-02-08,MCDONALD'S M4472 OF CA,Food & Drink,Sale,-13.42,expense,Chase credit 0933_Activity20260109_20260208_20260618.CSV,credit_card,Chase,2026-02
2026-02-07,2026-02-08,SQ *VALLEY CHRISTIAN SCHO,Education,Sale,-60.0,expense,Chase credit 0933_Activity20260109_20260208_20260618.CSV,credit_card,Chase,2026-02
2026-02-07,2026-02-08,SQ *VALLEY CHRISTIAN SCHO,Education,Sale,-8.0,expense,Chase credit 0933_Activity20260109_20260208_20260618.CSV,credit_card,Chase,2026-02
2026-02-06,2026-02-08,Nyx*NAYAX VENDING 20,Food & Drink,Sale,-6.5,expense,Chase credit 0933_Activity20260109_20260208_20260618.CSV,credit_card,Chase,2026-02
2026-02-05,2026-02-06,TAOBAO,Shopping,Sale,-350.22,expense,Chase credit 0933_Activity20260109_20260208_20260618.CSV,credit_card,Chase,2026-02
2026-02-05,2026-02-06,PANERA BREAD #204488 O,Food & Drink,Sale,-10.49,expense,Chase credit 0933_Activity20260109_20260208_20260618.CSV,credit_card,Chase,2026-02
2026-02-04,2026-02-06,PANERA BREAD #204488 K,Food & Drink,Sale,-2.94,expense,Chase credit 0933_Activity20260109_20260208_20260618.CSV,credit_card,Chase,2026-02
2026-02-04,2026-02-06,PANERA BREAD #204488 K,Food & Drink,Sale,-25.62,expense,Chase credit 0933_Activity20260109_20260208_20260618.CSV,credit_card,Chase,2026-02
2026-02-05,2026-02-05,AUTOMATIC PAYMENT - THANK,,Payment,4923.29,transfer,Chase credit 0933_Activity20260109_20260208_20260618.CSV,credit_card,Chase,2026-02
2026-02-05,2026-02-05,OPENAI *CHATGPT SUBSCR,Shopping,Sale,-20.0,expense,Chase credit 0933_Activity20260109_20260208_20260618.CSV,credit_card,Chase,2026-02
2026-02-03,2026-02-04,GROCERY OUTLET SOUT,Groceries,Sale,-50.74,expense,Chase credit 0933_Activity20260109_20260208_20260618.CSV,credit_card,Chase,2026-02
2026-02-02,2026-02-04,7-ELEVEN 14259,Gas,Sale,-7.98,expense,Chase credit 0933_Activity20260109_20260208_20260618.CSV,credit_card,Chase,2026-02
2026-02-03,2026-02-04,MCDONALD'S F32974,Food & Drink,Sale,-6.54,expense,Chase credit 0933_Activity20260109_20260208_20260618.CSV,credit_card,Chase,2026-02
2026-01-31,2026-02-03,TAOBAO,Shopping,Sale,-81.99,expense,Chase credit 0933_Activity20260109_20260208_20260618.CSV,credit_card,Chase,2026-01
2026-01-31,2026-02-03,TAOBAO,Shopping,Sale,-15.68,expense,Chase credit 0933_Activity20260109_20260208_20260618.CSV,credit_card,Chase,2026-01
2026-02-02,2026-02-03,WEEE INC.,Groceries,Sale,-124.64,expense,Chase credit 0933_Activity20260109_20260208_20260618.CSV,credit_card,Chase,2026-02
2026-02-02,2026-02-03,TAOBAO,Shopping,Sale,-20.91,expense,Chase credit 0933_Activity20260109_20260208_20260618.CSV,credit_card,Chase,2026-02
2026-01-31,2026-02-01,CHOICELUNCH,Bills & Utilities,Sale,-30.4,expense,Chase credit 0933_Activity20260109_20260208_20260618.CSV,credit_card,Chase,2026-01
2026-01-30,2026-02-01,PAMELA MEHTA MD INC,Health & Wellness,Sale,-375.0,expense,Chase credit 0933_Activity20260109_20260208_20260618.CSV,credit_card,Chase,2026-01
2026-01-29,2026-02-01,UEP*PING'S BISTRO CUPERTI,Food & Drink,Sale,-59.21,expense,Chase credit 0933_Activity20260109_20260208_20260618.CSV,credit_card,Chase,2026-01
2026-01-28,2026-01-29,WEEE INC.,Groceries,Sale,-320.21,expense,Chase credit 0933_Activity20260109_20260208_20260618.CSV,credit_card,Chase,2026-01
2026-01-28,2026-01-29,LIUYISHOU HOTPOT (SAN,Food & Drink,Sale,-109.16,expense,Chase credit 0933_Activity20260109_20260208_20260618.CSV,credit_card,Chase,2026-01
2026-01-29,2026-01-29,UBER   *EATS,Food & Drink,Sale,-69.45,expense,Chase credit 0933_Activity20260109_20260208_20260618.CSV,credit_card,Chase,2026-01
